,category,place,ad_type,year_of_construction,Advertiser,Room_number,Area,Deposit,Lease
1877,خانه و ویلا,تهران وردآورد,ارائه,۱۳۹۶,شخصی,بدون اتاق,۵۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
1878,خانه و ویلا,تهران نیاوران,ارائه,۱۳۷۱,مشاور املاک,یک,۵۵,۱۹٫۰۰۰٫۰۰۰ تومان,۱٫۴۹۰٫۰۰۰ تومان
1879,خانه و ویلا,تهران الهیه,ارائه,۱۳۷۶,مشاور املاک,سه,۳۵۰,توافقی,توافقی
1880,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۷,شخصی,یک,۶۰,توافقی,۳۵۰٫۰۰۰ تومان
1881,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,چهار,۳۰۰,۱٫۱۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1882,خانه و ویلا,تهران تهران‌سر,ارائه,۱۳۸۶,مشاور املاک,بدون اتاق,۵۰,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
1883,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۲,شخصی,پنج یا بیشتر,۳۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۹٫۰۰۰٫۰۰۰ تومان
1884,خانه و ویلا,تهران شهرک ولیعصر,ارائه,۱۳۸۵,شخصی,یک,۷۰,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1885,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۱,شخصی,پنج یا بیشتر,۴۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰٫۰۰۰ تومان
1886,خانه و ویلا,تهران پرند,ارائه,۱۳۸۶,مشاور املاک,دو,۱۸۰,۶۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
1887,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۲,مشاور املاک,پنج یا بیشتر,۴۰۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
1888,خانه و ویلا,تهران تهران‌سر,ارائه,۱۳۸۱,مشاور املاک,دو,۸۰,۳۸٫۰۰۰٫۰۰۰ تومان,۱٫۸۰۰٫۰۰۰ تومان
1889,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۷۲,مشاور املاک,سه,۱۵۰,۵۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
1890,خانه و ویلا,تهران الهیه,ارائه,۱۳۷۷,مشاور املاک,سه,۳۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰٫۰۰۰ تومان
1891,خانه و ویلا,تهران پرند,ارائه,۱۳۹۰,مشاور املاک,سه,۹۷,۹۰٫۰۰۰٫۰۰۰ تومان,توافقی
1892,خانه و ویلا,تهران اندیشه,ارائه,۱۳۹۷,شخصی,چهار,۲۲۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1893,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۵,مشاور املاک,سه,۱۵۴,۵۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۲۰۰٫۰۰۰ تومان
1894,خانه و ویلا,تهران کن,ارائه,۱۳۹۰,شخصی,دو,۱۶۲,۱۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1895,خانه و ویلا,تهران پرند,ارائه,۱۳۸۸,شخصی,دو,۱۰۱,۵۰٫۰۰۰٫۰۰۰ تومان,۹۵۰٫۰۰۰ تومان
1896,خانه و ویلا,تهران پونک,ارائه,۱۳۸۸,شخصی,سه,۱۳۰,۲۳۰٫۰۰۰٫۰۰۰ تومان,مجانی
1897,خانه و ویلا,تهران شهرک فردوس,ارائه,۱۳۷۸,مشاور املاک,یک,۷۰,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
1898,خانه و ویلا,تهران شهر ری,ارائه,۱۳۷۱,شخصی,دو,۱۲۰,۱۳۰٫۰۰۰٫۰۰۰ تومان,توافقی
1899,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۸,مشاور املاک,پنج یا بیشتر,۸۶۰,۳٫۳۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1900,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۸,شخصی,دو,۱۲۵,توافقی,توافقی
1901,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۲,شخصی,دو,۵۰۰,مجانی,۶۵۰٫۰۰۰ تومان
1902,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۴,مشاور املاک,چهار,۳۰۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۱۲٫۰۰۰٫۰۰۰ تومان
1903,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۷,شخصی,چهار,۲۸۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1904,خانه و ویلا,تهران قرچک,ارائه,۱۳۸۹,شخصی,یک,۵۰,۲۵٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰ تومان
1905,خانه و ویلا,تهران میدان ولیعصر,ارائه,۱۳۸۷,شخصی,سه,۹۰,مجانی,۳۰۰٫۰۰۰ تومان
1906,خانه و ویلا,تهران نارمک,ارائه,۱۳۹۵,شخصی,دو,۶۰,۳۰٫۰۰۰٫۰۰۰ تومان,۲٫۶۰۰٫۰۰۰ تومان
1907,خانه و ویلا,تهران شهر ری,ارائه,۱۳۸۰,شخصی,دو,۱۳۰,توافقی,توافقی
1908,خانه و ویلا,تهران فرح‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,دو,۸۰,۷۵٫۰۰۰٫۰۰۰ تومان,۲٫۸۰۰٫۰۰۰ تومان
1909,خانه و ویلا,تهران آهنگ,ارائه,۱۳۷۵,مشاور املاک,یک,۱۳۰,۲۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
1910,خانه و ویلا,تهران بومهن,ارائه,۱۳۹۲,شخصی,سه,۹۰۰,۵۰٫۰۰۰٫۰۰۰ تومان,۴٫۵۰۰٫۰۰۰ تومان
1911,خانه و ویلا,تهران اسلام‌‌آباد,ارائه,۱۳۸۰,شخصی,سه,۱۳۵,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1912,خانه و ویلا,تهران ورامین,ارائه,۱۳۹۶,شخصی,سه,۱۵۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰ تومان
1913,خانه و ویلا,تهران جی,ارائه,قبل از ۱۳۷۰,مشاور املاک,دو,۴۵,۱۰٫۰۰۰٫۰۰۰ تومان,۶۵۰٫۰۰۰ تومان
1914,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۶,شخصی,سه,۱۰۰۰,توافقی,توافقی
1915,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۹۰,شخصی,دو,۱۰۰۰,مجانی,۵۰۰٫۰۰۰ تومان
1916,خانه و ویلا,تهران دزاشیب,ارائه,۱۳۸۸,شخصی,دو,۹۷۰,توافقی,توافقی
1917,خانه و ویلا,تهران میدان انقلاب,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۶۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳۳۰٫۰۰۰ تومان
1918,خانه و ویلا,تهران اقدسیه,ارائه,۱۳۸۲,شخصی,سه,۱۶۰۰,توافقی,توافقی
1919,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۹۷,شخصی,یک,۳۵۵,۳۱۰٫۰۰۰٫۰۰۰ تومان,توافقی
1920,خانه و ویلا,تهران تجریش,ارائه,۱۳۹۴,شخصی,چهار,۲۵۰۰,توافقی,توافقی
1921,خانه و ویلا,تهران خزانه,ارائه,قبل از ۱۳۷۰,شخصی,یک,۳۰,۱۰٫۰۰۰٫۰۰۰ تومان,۷۵۰٫۰۰۰ تومان
1922,خانه و ویلا,تهران پیروزی,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۲۱۰,توافقی,توافقی
1923,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۴,مشاور املاک,سه,۱۷۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱۴٫۰۰۰٫۰۰۰ تومان
1924,خانه و ویلا,تهران شریف‌آباد,ارائه,۱۳۸۸,شخصی,یک,۲۰۰,۳۰٫۰۰۰٫۰۰۰ تومان,توافقی
1925,خانه و ویلا,تهران قرچک,ارائه,۱۳۸۰,شخصی,دو,۲۴۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
1926,خانه و ویلا,تهران تهرانپارس غربی,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۱۸۰,۳۳۰٫۰۰۰٫۰۰۰ تومان,مجانی
1927,خانه و ویلا,تهران سازمان برنامه,ارائه,۱۳۹۵,شخصی,دو,۹۵,۲۶۰٫۰۰۰٫۰۰۰ تومان,توافقی
1928,خانه و ویلا,تهران اختیاریه,ارائه,۱۳۹۵,شخصی,دو,۱۲۰۰,توافقی,توافقی
1929,خانه و ویلا,تهران نیاوران,ارائه,۱۳۷۳,مشاور املاک,پنج یا بیشتر,۱۴۰۰,توافقی,توافقی
1930,خانه و ویلا,تهران پرند,ارائه,۱۳۸۵,شخصی,دو,۱۶۰,۳۰٫۰۰۰٫۰۰۰ تومان,۲٫۱۰۰٫۰۰۰ تومان
1931,خانه و ویلا,تهران فدک,ارائه,۱۳۷۲,شخصی,چهار,۸۰,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1932,خانه و ویلا,تهران شهرک شریعتی,ارائه,۱۳۸۵,مشاور املاک,دو,۸۵,۷۰٫۰۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
1933,خانه و ویلا,تهران تجریش,ارائه,۱۳۹۶,شخصی,چهار,۵۰۰۰,توافقی,توافقی
1934,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۸۳,شخصی,یک,۹۰,۶۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1935,خانه و ویلا,تهران شهرک رضویه,ارائه,۱۳۷۲,شخصی,دو,۱۵۰,۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۶۰۰٫۰۰۰ تومان
1936,خانه و ویلا,تهران فلاح,ارائه,۱۳۹۸,شخصی,پنج یا بیشتر,۹۵,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1937,خانه و ویلا,تهران نارمک,ارائه,۱۳۷۵,مشاور املاک,سه,۱۸۰,۲۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
1938,خانه و ویلا,تهران میدان انقلاب,ارائه,۱۳۷۷,شخصی,دو,۱۲۰,۷۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰٫۰۰۰ تومان
1939,خانه و ویلا,تهران شهرک فردوس,ارائه,قبل از ۱۳۷۰,مشاور املاک,یک,۷۰,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۱۰۰٫۰۰۰ تومان
1940,خانه و ویلا,تهران آذری,ارائه,۱۳۸۰,شخصی,دو,۱۴۰,۱۴۰٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰ تومان
1941,خانه و ویلا,تهران نیاوران,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۱۰۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۵۰٫۰۰۰٫۰۰۰ تومان
1942,خانه و ویلا,تهران تهران‌نو,ارائه,۱۳۸۰,شخصی,بدون اتاق,۱۴۰,۳۸۰٫۰۰۰٫۰۰۰ تومان,توافقی
1943,خانه و ویلا,تهران طرشت,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۱۵۰,۱۱۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
1944,خانه و ویلا,تهران اندیشه,ارائه,۱۳۹۴,مشاور املاک,دو,۱۲۰,۱۲۰٫۰۰۰٫۰۰۰ تومان,توافقی
1945,خانه و ویلا,تهران امیرآباد,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۶۰۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۱۲٫۵۰۰٫۰۰۰ تومان
1946,خانه و ویلا,تهران پیروزی,ارائه,قبل از ۱۳۷۰,شخصی,سه,۱۵۴,۴۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1947,خانه و ویلا,تهران شوش,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۴۲,۳۰٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰ تومان
1948,خانه و ویلا,تهران دروازه شمیران,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۶۰۰,۱٫۲۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1949,خانه و ویلا,تهران جی,ارائه,قبل از ۱۳۷۰,شخصی,دو,۶۰,۱۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1950,خانه و ویلا,تهران پونک,ارائه,۱۳۷۵,مشاور املاک,دو,۹۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
1951,خانه و ویلا,تهران آهنگ,ارائه,۱۳۷۴,مشاور املاک,دو,۱۶۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1952,خانه و ویلا,تهران تهرانپارس شرقی,ارائه,۱۳۸۸,مشاور املاک,دو,۱۲۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
1953,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۹,مشاور املاک,چهار,۳۵۰,۸۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
1954,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۰,شخصی,پنج یا بیشتر,۴۵۰,توافقی,توافقی
1955,خانه و ویلا,تهران میدان انقلاب,ارائه,۱۳۸۰,شخصی,پنج یا بیشتر,۲۳۰,توافقی,۴۰۰ تومان
1956,خانه و ویلا,تهران هاشم‌آباد,ارائه,۱۳۸۵,شخصی,دو,۶۵,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1957,خانه و ویلا,تهران گاندی,ارائه,۱۳۹۶,شخصی,دو,۱۲۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰ تومان
1958,خانه و ویلا,تهران سلیمانیه,ارائه,۱۳۷۵,مشاور املاک,چهار,۹۵,۲۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
1959,خانه و ویلا,تهران نارمک,ارائه,۱۳۷۵,شخصی,سه,۱۱۰,۳۶۰٫۰۰۰٫۰۰۰ تومان,مجانی
1960,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۵,مشاور املاک,پنج یا بیشتر,۷۰۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1961,خانه و ویلا,تهران شهرک محلاتی,ارائه,۱۳۸۵,شخصی,دو,۱۵۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1962,خانه و ویلا,تهران تهران‌نو,ارائه,قبل از ۱۳۷۰,مشاور املاک,چهار,۱۴۵,۳۲۰٫۰۰۰٫۰۰۰ تومان,مجانی
1963,خانه و ویلا,تهران عشرت‌آباد,ارائه,۱۳۸۳,مشاور املاک,دو,۶۵,۸۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1964,خانه و ویلا,تهران جی,ارائه,قبل از ۱۳۷۰,شخصی,دو,۷۴,۱۱۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1965,خانه و ویلا,تهران مهرآباد جنوبی,ارائه,۱۳۷۸,شخصی,دو,۱۰۰,۱۳۰٫۰۰۰٫۰۰۰ تومان,مجانی
1966,خانه و ویلا,تهران مولوی,ارائه,قبل از ۱۳۷۰,شخصی,چهار,۱۵۵,۱۵۵٫۰۰۰٫۰۰۰ تومان,توافقی
1967,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,یک,۶۰,۲۴۰٫۰۰۰٫۰۰۰ تومان,توافقی
1968,خانه و ویلا,تهران استاد معین,ارائه,۱۳۷۴,شخصی,دو,۷۴,۸۰٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
1969,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۸۰,شخصی,چهار,۱۹۰,۴۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1970,خانه و ویلا,تهران مهرآباد جنوبی,ارائه,۱۳۸۰,شخصی,دو,۱۲۸,۱۳۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰ تومان
1971,خانه و ویلا,تهران مهرآباد جنوبی,ارائه,۱۳۷۸,شخصی,یک,۹۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
1972,خانه و ویلا,تهران جیحون,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۷۲,توافقی,توافقی
1973,خانه و ویلا,تهران تجریش,ارائه,۱۳۹۸,شخصی,یک,۶۵,مجانی,۳۰۰٫۰۰۰ تومان
1974,خانه و ویلا,تهران جی,ارائه,۱۳۸۹,شخصی,دو,۷۰,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۸۰۰٫۰۰۰ تومان
1975,خانه و ویلا,تهران جیحون,ارائه,۱۳۷۱,شخصی,دو,۷۳,۶۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1976,خانه و ویلا,تهران اندیشه,ارائه,۱۳۸۶,مشاور املاک,دو,۱۲۰,توافقی,توافقی
1977,خانه و ویلا,تهران جیحون,ارائه,۱۳۹۰,شخصی,دو,۷۲,۷۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
1978,خانه و ویلا,تهران میدان ولیعصر,ارائه,۱۳۹۷,شخصی,یک,۲۳۰۰,۱٫۲۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1979,خانه و ویلا,تهران قلهک,ارائه,۱۳۷۴,مشاور املاک,پنج یا بیشتر,۲۰۰,۹۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1980,خانه و ویلا,تهران فشم,ارائه,۱۳۹۷,شخصی,سه,۳۳۶,توافقی,توافقی
1981,خانه و ویلا,تهران نارمک,ارائه,۱۳۷۵,شخصی,سه,۱۱۰,توافقی,توافقی
1982,خانه و ویلا,تهران بوستان ولایت,ارائه,۱۳۹۶,شخصی,یک,۶۵,۳۰٫۰۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
1983,خانه و ویلا,تهران امام حسین(ع),ارائه,۱۳۸۸,شخصی,پنج یا بیشتر,۲۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳۱۵٫۰۰۰ تومان
1984,خانه و ویلا,تهران اندیشه,ارائه,۱۳۸۵,مشاور املاک,سه,۲۵۰,۳۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1985,خانه و ویلا,تهران فلاح,ارائه,۱۳۹۳,شخصی,دو,۶۲,۷۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1986,خانه و ویلا,تهران آهنگ,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۷۰,۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۸۰۰٫۰۰۰ تومان
1987,خانه و ویلا,تهران محمودیه,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۶۰۰,توافقی,توافقی
1988,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۸,مشاور املاک,سه,۱۵۰,توافقی,۳۰٫۰۰۰٫۰۰۰ تومان
1989,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۷,شخصی,دو,۱۱۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰ تومان
1990,خانه و ویلا,تهران مرزداران,ارائه,۱۳۸۵,مشاور املاک,پنج یا بیشتر,۵۷۰,توافقی,توافقی
1991,خانه و ویلا,تهران افسریه,ارائه,۱۳۷۳,شخصی,یک,۱۲۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1992,خانه و ویلا,تهران فلاح,ارائه,قبل از ۱۳۷۰,مشاور املاک,چهار,۸۵,۱۳۰٫۰۰۰٫۰۰۰ تومان,مجانی
1993,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۰,مشاور املاک,سه,۲۱۵,۱٫۵۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1994,خانه و ویلا,تهران جردن,ارائه,۱۳۷۵,مشاور املاک,چهار,۲۶۵,۱۵۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰٫۰۰۰ تومان
1995,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۵,مشاور املاک,سه,۶۰۰,۲۵۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1996,خانه و ویلا,تهران دارآباد,ارائه,۱۳۸۰,مشاور املاک,یک,۶۰,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۷۰۰٫۰۰۰ تومان
1997,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۸,شخصی,دو,۸۶,۵۰٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
1998,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۶۶۰,توافقی,توافقی
1999,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۸۶,مشاور املاک,سه,۱۸۰,۸۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
2000,خانه و ویلا,تهران میدان حر,ارائه,۱۳۹۸,مشاور املاک,دو,۱۲۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
2001,خانه و ویلا,تهران ظفر,ارائه,۱۳۷۵,شخصی,بدون اتاق,۳۸,۷۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
2002,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۹۷,شخصی,دو,۱۰۰,۴۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
2003,خانه و ویلا,تهران فشم,ارائه,۱۳۹۷,شخصی,سه,۳۵۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۹٫۰۰۰٫۰۰۰ تومان
2004,خانه و ویلا,تهران پاسداران,ارائه,۱۳۸۰,مشاور املاک,دو,۱۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۰۰۰٫۰۰۰ تومان
2005,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۷,مشاور املاک,پنج یا بیشتر,۶۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۷۰٫۰۰۰٫۰۰۰ تومان
2006,خانه و ویلا,تهران پیروزی,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۱۲۰,۱۳۰٫۰۰۰٫۰۰۰ تومان,توافقی
2007,خانه و ویلا,تهران نیرو هوایی,ارائه,قبل از ۱۳۷۰,شخصی,سه,۱۸۰,توافقی,توافقی
2008,خانه و ویلا,تهران فلاح,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۳۵,۱۵٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
2009,خانه و ویلا,تهران مشیریه,ارائه,قبل از ۱۳۷۰,شخصی,یک,۱۲۰,۸۰٫۰۰۰٫۰۰۰ تومان,توافقی
2010,خانه و ویلا,تهران شهرک گلستان,ارائه,۱۳۸۵,شخصی,سه,۱۷۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
2011,خانه و ویلا,تهران قلهک,ارائه,۱۳۷۵,مشاور املاک,پنج یا بیشتر,۸۵۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۵۵٫۰۰۰٫۰۰۰ تومان
